replicate,family_separation
723,-0.026502624545510625
724,0.0012141503100291454
725,-0.030819540570395425
726,-0.032510734162317007
727,-0.02271995538784702
728,-0.02648183004314725
729,-0.028990231839326003
730,0.00999453238659561
731,-0.045964029158792274
732,-0.030450182225656812
733,-0.01981517181291642
734,-0.054834412166763324
735,-0.0006966336060462638
736,-0.003367165946743897
737,-0.015468298294998517
738,-0.033416866684852796
739,-0.023967452049591956
740,-0.017315728974526344
741,-0.002134024218295845
742,-0.05103344537972393
743,-0.03423915036008178
744,-0.024538900137561916
745,-0.019369752715481428
746,-0.02561132253887543
747,0.0021508122672693197
748,-0.009147258862493603
749,-0.006336986719508254
750,-0.02385471817847018
751,-0.001066330216866536
752,-0.01326320821986976
753,0.003318100036458785
754,0.00035639974924242535
755,0.005580238096658523
756,0.00034515609641647127
757,-0.014897446240629445
758,-0.03309740842539247
759,-0.042830125505727984
760,0.015054224976043189
761,-0.02552437230494202
762,-0.00010549382526732487
763,-0.008775423100875472
764,-0.02662707802880456
765,-0.011361728409091491
766,-0.0027963732633614485
767,-0.005097262843260994
768,-0.04069334585220958
769,-0.02118086295404118
770,-0.025663604797786767
771,-0.014092939875314667
772,-0.002983712986190351
773,-0.023078276066258997
774,-0.05168703918401023
775,-0.01592129801470238
776,-0.015620451930621011
777,-0.038218850117876534
778,-0.03912638960274315
779,-0.03737477324436989
780,-0.0038821426612462087
781,0.009584919565623146
782,-0.003449276341485834
783,-0.005712421296702477
784,-0.02951728312950149
785,-0.02307538355379577
786,-0.017538715607928655
787,-0.0015584945314642482
788,-0.011362664145078166
789,0.008379734203625686
790,-0.036121851618347176
791,-0.04445068654686303
792,-0.005124875001297845
793,-0.010751246063132137
794,0.018999937409496
795,-0.04578583207811502
796,-0.02881123274510636
797,-0.03573157474597705
798,-0.03502161572887444
799,-0.036644037244910325
800,-0.011139060247600849
801,-0.016847946776029618
802,-0.027845419304684933
803,0.00010664895281672221
804,-0.04459880853679093
805,-0.007134779833528525
806,-0.026723816841767556
807,-0.01927389445756554
808,-0.03532626874038409
809,-0.03495351273298921
810,-0.021558354692810984
811,0.020278309050341933
